movie,name from script,lemmatized name,gender,len of words
forrestgump.php,JENNY'S DAD,JENNY,f,21
forrestgump.php,OFFICER,OFFICER,u,21
forrestgump.php,DICK CAVETT,DICK,m,20
forrestgump.php,BUS DRIVER,BUS,u,19
forrestgump.php,NURSE,NURSE,u,19
forrestgump.php,LITTLE BOY,LITTLE,u,19
forrestgump.php,DRIVER,DRIVER,u,17
forrestgump.php,MRS. BLUE,MRS,u,17
forrestgump.php,BUBBA,BUBBA,u,16
forrestgump.php,REVEREND,REVEREND,u,16
forrestgump.php,REPORTER,REPORTER,u,15
forrestgump.php,FORREST (V.O.),FORREST,m,14
forrestgump.php,WHITE WOMAN,WHITE,u,13
forrestgump.php,reads:,reads,u,13
forrestgump.php,PRESIDENT JOHNSON,PRESIDENT,u,13
forrestgump.php,SUSAN,SUSAN,f,12
forrestgump.php,JENNY,JENNY,f,11
forrestgump.php,CARLA,CARLA,f,11
forrestgump.php,AGING HIPPIE,AGING,u,11
forrestgump.php,HILARY,HILARY,f,10
from_here_to_eternity_(1953).pdf,FATSO,FATSO,u,1565
from_here_to_eternity_(1953).pdf,KAREN,KAREN,f,1428
from_here_to_eternity_(1953).pdf,HOLMES,HOLMES,u,1114
from_here_to_eternity_(1953).pdf,CHOATE,CHOATE,u,834
from_here_to_eternity_(1953).pdf,CLARK,CLARK,m,655
from_here_to_eternity_(1953).pdf,WARDEN'S VOICE,WARDEN,u,444
from_here_to_eternity_(1953).pdf,GENERAL SLATER,GENERAL,m,379
from_here_to_eternity_(1953).pdf,HOLDS,HOLDS,u,363
from_here_to_eternity_(1953).pdf,WILSON,WILSON,m,353
from_here_to_eternity_(1953).pdf,FULL SHOT,FULL,u,287
from_here_to_eternity_(1953).pdf,"""LORENE."")",LORENE,f,284
from_here_to_eternity_(1953).pdf,PEARL HARBOR,PEARL,f,281
from_here_to_eternity_(1953).pdf,(MORE)HOLMES,MORE)HOLMES,u,259
from_here_to_eternity_(1953).pdf,GROUP SHOT,GROUP,u,255
from_here_to_eternity_(1953).pdf,LORENE,LORENE,f,232
from_here_to_eternity_(1953).pdf,WARN,WARN,u,231
from_here_to_eternity_(1953).pdf,MAGGIO,MAGGIO,u,225
from_here_to_eternity_(1953).pdf,OBSTACLE COURSE,OBSTACLE,u,217
from_here_to_eternity_(1953).pdf,(MORE)KAREN,MORE)KAREN,u,211
from_here_to_eternity_(1953).pdf,PREP,PREP,u,209
from_here_to_eternity_(1953).pdf,SHOT,SHOT,u,195
from_here_to_eternity_(1953).pdf,(MORE)KARELSEN,MORE)KARELSEN,u,194
from_here_to_eternity_(1953).pdf,GALOVITCH’S VOICE,GALOVITCH’S,u,180
from_here_to_eternity_(1953).pdf,MRS. KIPPER,MRS,u,179
from_here_to_eternity_(1953).pdf,HOLM ES,HOLM,m,178
from_here_to_eternity_(1953).pdf,PREW'S VOICE,PREW,u,170
from_here_to_eternity_(1953).pdf,FLASHES PREW,FLASHES,u,169
from_here_to_eternity_(1953).pdf,SOLDIER'S VOICE,SOLDIER,u,169
from_here_to_eternity_(1953).pdf,CLOSEUP,CLOSEUP,u,165
from_here_to_eternity_(1953).pdf,DHOM,DHOM,u,162
from_here_to_eternity_(1953).pdf,CHO ATE,CHO,m,161
from_here_to_eternity_(1953).pdf,ANNETTE,ANNETTE,f,157
from_here_to_eternity_(1953).pdf,STARK,STARK,u,156
from_here_to_eternity_(1953).pdf,(MORE)TREADWELL,MORE)TREADWELL,u,153
from_here_to_eternity_(1953).pdf,LONG SHOT,LONG,u,152
from_here_to_eternity_(1953).pdf,PREW’S VOICE,PREW’S,u,149
from_here_to_eternity_(1953).pdf,MAZZIOLI,MAZZIOLI,u,145
from_here_to_eternity_(1953).pdf,THORNHILL,THORNHILL,u,142
from_here_to_eternity_(1953).pdf,GALOVITCH'S VOICE,GALOVITCH,u,142
from_here_to_eternity_(1953).pdf,(MORE)STARK,MORE)STARK,u,135
from_here_to_eternity_(1953).pdf,(MORE)ALMA,MORE)ALMA,u,132
from_here_to_eternity_(1953).pdf,DRIVER,DRIVER,u,130
from_here_to_eternity_(1953).pdf,HOLMES VOICE,HOLMES,u,125
from_here_to_eternity_(1953).pdf,GALOVITCH,GALOVITCH,u,122
from_here_to_eternity_(1953).pdf,SOLDIERS,SOLDIERS,u,121
from_here_to_eternity_(1953).pdf,HENDERSON'S VOICE,HENDERSON,m,119
from_here_to_eternity_(1953).pdf,DHOM'S VOICE,DHOM,u,116
from_here_to_eternity_(1953).pdf,EXTREME CLOSEUP,EXTREME,u,116
from_here_to_eternity_(1953).pdf,(MORE)WARDEN,MORE)WARDEN,u,115
from_here_to_eternity_(1953).pdf,HOLMES’ VOICE,HOLMES’,u,111
from_here_to_eternity_(1953).pdf,COLONEL WILLIAMS,COLONEL,u,107
from_here_to_eternity_(1953).pdf,WILLARD,WILLARD,m,101
from_here_to_eternity_(1953).pdf,TRUCKING SHOT,TRUCKING,u,97
from_here_to_eternity_(1953).pdf,LEVA'S VOICE,LEVA,u,97
from_here_to_eternity_(1953).pdf,ANGLE,ANGLE,u,95
from_here_to_eternity_(1953).pdf,HENDERSON,HENDERSON,m,78
from_here_to_eternity_(1953).pdf,PHEW,PHEW,u,74
from_here_to_eternity_(1953).pdf,WARDED,WARDED,u,68
from_here_to_eternity_(1953).pdf,KARELSEN,KARELSEN,u,68
from_here_to_eternity_(1953).pdf,MRS. KIPFER,MRS,u,66
from_here_to_eternity_(1953).pdf,NAIR,NAIR,u,65
from_here_to_eternity_(1953).pdf,BLACK LEADER,BLACK,u,64
from_here_to_eternity_(1953).pdf,KAREN.,KAREN,f,58
from_here_to_eternity_(1953).pdf,SECOND MP,SECOND,u,58
from_here_to_eternity_(1953).pdf,HOLMEB,HOLMEB,u,57
from_here_to_eternity_(1953).pdf,FIRST MP,FIRST,u,57
from_here_to_eternity_(1953).pdf,SANDRA,SANDRA,f,55
from_here_to_eternity_(1953).pdf,ANDERSON,ANDERSON,m,55
from_here_to_eternity_(1953).pdf,LIEUTENANT COLONEL,LIEUTENANT,u,54
from_here_to_eternity_(1953).pdf,TREADWELL,TREADWELL,u,53
from_here_to_eternity_(1953).pdf,GROUP,GROUP,u,52
from_here_to_eternity_(1953).pdf,WARDEN,WARDEN,u,49
from_here_to_eternity_(1953).pdf,SPECTATOR,SPECTATOR,u,49
from_here_to_eternity_(1953).pdf,MAGGID,MAGGID,u,45
from_here_to_eternity_(1953).pdf,MAGGIO'S VOICE,MAGGIO,u,45
from_here_to_eternity_(1953).pdf,EMERSON,EMERSON,m,45
from_here_to_eternity_(1953).pdf,MP,MP,u,44
from_here_to_eternity_(1953).pdf,MEDIUM SHOT,MEDIUM,u,40
from_here_to_eternity_(1953).pdf,(MORE)PREW,MORE)PREW,u,39
from_here_to_eternity_(1953).pdf,MAZZIOLI'S VOICE,MAZZIOLI,u,38
from_here_to_eternity_(1953).pdf,LEVA,LEVA,u,37
from_here_to_eternity_(1953).pdf,(MORE)LEVA,MORE)LEVA,u,36
from_here_to_eternity_(1953).pdf,HOLMES.,HOLMES,u,30
from_here_to_eternity_(1953).pdf,THREE SHOT,THREE,u,30
from_here_to_eternity_(1953).pdf,ALMA'S VOICE,ALMA,f,30
from_here_to_eternity_(1953).pdf,GORGETTE,GORGETTE,u,24
from_here_to_eternity_(1953).pdf,SOLDIER,SOLDIER,u,21
from_here_to_eternity_(1953).pdf,PREW,PREW,u,20
from_here_to_eternity_(1953).pdf,PREWITT,PREWITT,u,19
from_here_to_eternity_(1953).pdf,BILL,BILL,m,17
ghost.pdf,SAM,SAM,m,17475
ghost.pdf,ODA MAE,ODA,f,13390
ghost.pdf,MOLLY,MOLLY,f,12373
ghost.pdf,CARL,CARL,m,11252
ghost.pdf,ANGLE,ANGLE,u,4948
ghost.pdf,GHOST,GHOST,u,1981
ghost.pdf,WILLIE,WILLIE,m,1602
ghost.pdf,FURGESON,FURGESON,u,1027
ghost.pdf,SGT. BEIDERMAN,SGT,u,1004
ghost.pdf,MAN,MAN,m,757
ghost.pdf,MINISTER,MINISTER,u,732
ghost.pdf,SAM'S P.O.V.,SAM,m,686
ghost.pdf,MOLLY (V.O.),MOLLY,f,644
ghost.pdf,MRS. SANTIAGO,MRS,u,620
ghost.pdf,OFFICER,OFFICER,u,466
ghost.pdf,CLARA,CLARA,f,465
ghost.pdf,CLARA/LOUISE,CLARA/LOUISE,u,430
ghost.pdf,WOMAN,WOMAN,u,381
ghost.pdf,VOICE,VOICE,u,326
ghost.pdf,SAM'S FINGER,SAM,m,268
ghost.pdf,ORTISHA,ORTISHA,u,247
ghost.pdf,ORLANDO,ORLANDO,m,242
ghost.pdf,JUKEBOX,JUKEBOX,u,227
ghost.pdf,TRACKING SHOT,TRACKING,u,224
ghost.pdf,HALLWAY,HALLWAY,u,221
ghost.pdf,ROSE,ROSE,f,196
ghost.pdf,WALLACE,WALLACE,m,171
ghost.pdf,REVEAL SAM,REVEAL,u,161
ghost.pdf,ELDERLY WOMAN,ELDERLY,u,156
ghost.pdf,VOICES,VOICES,u,143
ghost.pdf,DRIVER,DRIVER,u,138
ghost.pdf,LEEDEN,LEEDEN,u,135
ghost.pdf,GUARD,GUARD,u,122
ghost.pdf,SAM (O.S.),SAM,m,110
ghost.pdf,LOUISE,LOUISE,f,104
ghost.pdf,CARL (O.S.),CARL,m,101
ghost.pdf,ANGLE STAGE,ANGLE,u,95
ghost.pdf,CORRESPONDENT,CORRESPONDENT,u,91
ghost.pdf,MEN,MEN,m,79
ghost.pdf,NUN,NUN,u,74
ghost.pdf,WORKMAN,WORKMAN,u,56
ghost.pdf,PANNING SHOT,PANNING,u,53
ghost.pdf,ANGLE ORLANDO,ANGLE,u,36
ghost.pdf,DOCTOR,DOCTOR,u,35
ghost.pdf,WORKMAN (V.O.),WORKMAN,u,23
ghost.pdf,CUT TO:,CUT,u,21
ghost.pdf,OMITTED,OMITTED,u,18
ghost.pdf,ANOTHER ANGLE,ANOTHER,u,18
ghost.pdf,WOMAN'S VOICE,WOMAN,u,17
ghost.pdf,RELATIVES,RELATIVES,u,17
ghost.pdf,SECRETARY (V.O.),SECRETARY,u,16
ghost.pdf,EXT. STREET,EXT,u,13
ghost.pdf,MOLLY (O.S.),MOLLY,f,12
ghostbuster.php,PETER:,PETER,m,14019
ghostbuster.php,RAY:,RAY,m,8103
ghostbuster.php,EGON:,EGON,m,4623
ghostbuster.php,DANA:,DANA,f,3473
ghostbuster.php,LOUIS:,LOUIS,m,3367
ghostbuster.php,PECK:,PECK,u,2273
ghostbuster.php,JANINE:,JANINE,f,1553
ghostbuster.php,WINSTON:,WINSTON,m,1515
ghostbuster.php,HOTEL MANAGER:,HOTEL,u,764
ghostbuster.php,DEAN YEAGER:,DEAN,m,632
ghostbuster.php,MAYOR:,MAYOR,u,586
ghostbuster.php,Music:,Music,u,395
ghostbuster.php,CASEY KASEM:,CASEY,m,360
ghostbuster.php,POLICE CAPTAIN:,POLICE,u,353
ghostbuster.php,MALE STUDENT:,MALE,u,350
ghostbuster.php,ROGER GRIMSBY:,ROGER,m,257
ghostbuster.php,JOE FRANKLIN:,JOE,m,231
ghostbuster.php,ARCHBISHOP:,ARCHBISHOP,u,219
ghostbuster.php,GOZER:,GOZER,u,218
ghostbuster.php,GHOSTBUSTERS:,GHOSTBUSTERS,u,209
ghostbuster.php,LIBRARY ADMINISTRATOR,LIBRARY,u,191
ghostbuster.php,COACHMAN:,COACHMAN,u,149
ghostbuster.php,VIOLINIST:,VIOLINIST,u,140
ghostbuster.php,ALICE:,ALICE,f,131
ghostbuster.php,POLICE COMMISIONER,POLICE,u,129
ghostbuster.php,JAIL GUARD:,JAIL,u,94
ghostbuster.php,JENNIFER:,JENNIFER,f,82
ghostbuster.php,DOORMAN:,DOORMAN,u,52
ghostbuster.php,ZUUL:,ZUUL,u,42
ghostbuster.php,LARRY KING:,LARRY,m,42
ghostbuster.php,MAYOR'S AIDE,MAYOR,u,37
ghostbuster.php,CHAMBERMAID:,CHAMBERMAID,u,28
ghostbuster.php,POLICE SERGEANT:,POLICE,u,25
ghostbuster.php,FIRE COMMISIONER,FIRE,u,10
Going My Way.pdf,O'MALLEY:,O,u,4674
Going My Way.pdf,FITZGIBBON:,FITZGIBBON,u,2837
Going My Way.pdf,MRS. CARMODY:,MRS,u,713
Going My Way.pdf,CAROL:,CAROL,f,682
Going My Way.pdf,JENNY:,JENNY,f,680
Going My Way.pdf,TED:,TED,m,673
Going My Way.pdf,TONY:,TONY,m,558
Going My Way.pdf,BOYS:,BOYS,u,534
Going My Way.pdf,O'DOWD:,O,u,509
Going My Way.pdf,MCCARTHY:,MCCARTHY,u,366
Going My Way.pdf,HAINES:,HAINES,u,354
Going My Way.pdf,MAN:,MAN,m,340
Going My Way.pdf,ELMER:,ELMER,m,211
Going My Way.pdf,HATTIE:,HATTIE,f,208
Going My Way.pdf,HERMAN:,HERMAN,m,177
Going My Way.pdf,MAX:,MAX,m,150
Going My Way.pdf,ALL:,ALL,u,65
Going My Way.pdf,BOTH:,BOTH,u,24
gone with the wind.php,SCARLETT:,SCARLETT,f,24032
gone with the wind.php,RHETT:,RHETT,m,19725
gone with the wind.php,ASHLEY:,ASHLEY,f,5492
gone with the wind.php,MELANIE:,MELANIE,f,2737
gone with the wind.php,MAMMIE:,MAMMIE,f,2203
gone with the wind.php,DR. MEADE,DR,u,1600
gone with the wind.php,CHARLES:,CHARLES,m,1216
gone with the wind.php,SERVANT:,SERVANT,u,1053
gone with the wind.php,FRANK:,FRANK,m,971
gone with the wind.php,WILKENSON:,WILKENSON,u,694
gone with the wind.php,STEW:,STEW,u,689
gone with the wind.php,PRISSY:,PRISSY,u,670
gone with the wind.php,MAN:,MAN,m,613
gone with the wind.php,BRENT:,BRENT,m,566
gone with the wind.php,KATHLEEN:,KATHLEEN,f,523
gone with the wind.php,BONNIE:,BONNIE,f,295
gone with the wind.php,JOHN WILKES:,JOHN,m,260
gone with the wind.php,CAROLINE MEADE:,CAROLINE,f,238
gone with the wind.php,MANS:,MANS,m,198
gone with the wind.php,INDIA:,INDIA,f,183
gone with the wind.php,AUNT PITTY:,AUNT,u,157
gone with the wind.php,SUE ELLEN:,SUE,f,154
gone with the wind.php,MAJOR:,MAJOR,m,141
gone with the wind.php,ELLEN:,ELLEN,f,122
gone with the wind.php,WOMAN:,WOMAN,u,116
gone with the wind.php,CHARLES HAMILTON,CHARLES,m,57
gone with the wind.php,VOICE:,VOICE,u,37
gone with the wind.php,EMMY SLADDLY:,EMMY,f,15
gone with the wind.php,CHORUS:,CHORUS,u,13
Grease-Cast-Script-Final.pdf,KIDS?,KIDS?,u,469
Grease-Cast-Script-Final.pdf,VINCE,VINCE,m,148
Grease-Cast-Script-Final.pdf,FRENCHY,FRENCHY,u,126
Grease-Cast-Script-Final.pdf,DOODY,DOODY,u,74
Grease-Cast-Script-Final.pdf,ROGER,ROGER,m,68
Grease-Cast-Script-Final.pdf,DANNY,DANNY,m,64
Grease-Cast-Script-Final.pdf,LORI,LORI,f,58
Grease-Cast-Script-Final.pdf,MARY -JO,MARY,f,48
Grease-Cast-Script-Final.pdf,SAN DY,SAN,m,48
Grease-Cast-Script-Final.pdf,ER,ER,u,48
Grease-Cast-Script-Final.pdf,DANNY .),DANNY,m,47
Grease-Cast-Script-Final.pdf,MARTY,MARTY,m,40
Grease-Cast-Script-Final.pdf,KENICKIE,KENICKIE,u,38
Grease-Cast-Script-Final.pdf,FREN CHY,FREN,u,36
Grease-Cast-Script-Final.pdf,LYNCH,LYNCH,u,33
Grease-Cast-Script-Final.pdf,COACH,COACH,u,32
Grease-Cast-Script-Final.pdf,DODDY,DODDY,u,31
Grease-Cast-Script-Final.pdf,RIZZO,RIZZO,u,28
Grease-Cast-Script-Final.pdf,UH-HUH,UH,u,28
Grease-Cast-Script-Final.pdf,PATTY,PATTY,f,21
Grease-Cast-Script-Final.pdf,ENSEMBLE,ENSEMBLE,u,19
Grease-Cast-Script-Final.pdf,CHA -CHA,CHA,u,19
Grease-Cast-Script-Final.pdf,EUGENE,EUGENE,m,18
Grease-Cast-Script-Final.pdf,SANDY,SANDY,f,15
Grease-Cast-Script-Final.pdf,LIGHTNIN’,LIGHTNIN’,u,14
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HARRY,HARRY,m,9182
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,DUMBLEDORE,DUMBLEDORE,u,5856
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,VOLDEMORT,VOLDEMORT,u,4556
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,RON,RON,m,3771
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,BELLATRIX,BELLATRIX,u,3650
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,NEVILLE,NEVILLE,m,3552
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SNAPE,SNAPE,u,2606
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,GRIPHOOK,GRIPHOOK,u,2471
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LUNA,LUNA,f,2316
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HERMIONE,HERMIONE,u,1816
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,BOGROD,BOGROD,u,1292
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,ABERFORTH *,ABERFORTH,u,1158
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,GINNY,GINNY,f,1047
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,BELLATRIX (HERMIONE),BELLATRIX,u,962
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,DOBBY,DOBBY,u,835
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,OLLIVANDER,OLLIVANDER,u,820
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,DRACO,DRACO,u,805
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,ABERFORTH,ABERFORTH,u,702
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,BILL,BILL,m,700
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,OLDER HARRY,OLDER,u,678
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,VOLDEMORT (V.O.),VOLDEMORT,u,636
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SEAMUS,SEAMUS,m,620
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LUPIN,LUPIN,u,550
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HARRY *,HARRY,m,522
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,NARCISSA,NARCISSA,u,452
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SCABIOR,SCABIOR,u,423
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,PANSY PARKINSON,PANSY,f,404
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,GOYLE,GOYLE,u,368
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,CHO,CHO,f,367
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,AGED GOBLIN,AGED,u,352
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SEAMUS (O.S.),SEAMUS,m,315
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,THICKNESSE,THICKNESSE,u,305
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LUCIUS MALFOY,LUCIUS,m,277
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,KINGSLEY SHACKLEBOLT,KINGSLEY,m,259
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,ALBUS,ALBUS,u,255
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,YOUNG SNAPE,YOUNG,f,240
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,FILCH,FILCH,u,206
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,WORMTAIL,WORMTAIL,u,200
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,OLIVER WOOD,OLIVER,m,196
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LUCIUS,LUCIUS,m,189
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LILY POTTER,LILY,f,188
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,GRIPHOOK (V.O.),GRIPHOOK,u,187
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,TRELAWNEY,TRELAWNEY,u,178
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SNATCHER,SNATCHER,u,174
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HERMIONE *,HERMIONE,u,143
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LUNA (O.S.),LUNA,f,139
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,TONKS,TONKS,u,131
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HARRY (O.S.),HARRY,m,124
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,GINNY (O.S.),GINNY,f,114
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,YAXLEY,YAXLEY,u,113
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,DUMBLEDORE (V.O.),DUMBLEDORE,u,100
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,ALECTO CARROW,ALECTO,u,97
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,FLITWICK,FLITWICK,u,97
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,MRS. WEASLEY,MRS,u,97
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SIRIUS BLACK,SIRIUS,u,87
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,FLEUR,FLEUR,f,84
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SORTING HAT,SORTING,u,79
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,DEAN,DEAN,m,76
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,PETUNIA EVANS,PETUNIA,u,67
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HERMIONE (O.S.),HERMIONE,u,57
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,TEACHERS,TEACHERS,u,52
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,OLDER HERMIONE,OLDER,u,51
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,TALL GOBLIN,TALL,u,50
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,RON *,RON,m,44
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,JAMES POTTER,JAMES,m,41
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,FRED,FRED,m,40
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,NIGHT,NIGHT,f,40
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,MADAM SPROUT,MADAM,u,39
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,ARTHUR WEASLEY,ARTHUR,m,34
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,HISSES.,HISSES,u,34
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,NARCISSA (O.S.),NARCISSA,u,30
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,YOUNG GIRL,YOUNG,f,29
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,BELLATRIX (O.S.),BELLATRIX,u,25
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,WARLOCK,WARLOCK,u,16
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,SNAPE (O.S.),SNAPE,u,15
harry-potter-and-the-deathly-hollows-part-2-2011.pdf,LILY EVANS,LILY,f,12
harry-potter-and-the-halfblood-prince.pdf,HARRY,HARRY,m,17070
harry-potter-and-the-halfblood-prince.pdf,DUMBLEDORE,DUMBLEDORE,u,13184
harry-potter-and-the-halfblood-prince.pdf,SLUGHORN,SLUGHORN,u,12361
harry-potter-and-the-halfblood-prince.pdf,HERMIONE,HERMIONE,u,6726
harry-potter-and-the-halfblood-prince.pdf,RON,RON,m,6552
harry-potter-and-the-halfblood-prince.pdf,SNAPE,SNAPE,u,3105
harry-potter-and-the-halfblood-prince.pdf,TOM RIDDLE,TOM,m,2596
harry-potter-and-the-halfblood-prince.pdf,GINNY,GINNY,f,2451
harry-potter-and-the-halfblood-prince.pdf,MALFOY,MALFOY,u,1969
harry-potter-and-the-halfblood-prince.pdf,HAGRID,HAGRID,u,1874
harry-potter-and-the-halfblood-prince.pdf,BELLATRIX,BELLATRIX,u,1572
harry-potter-and-the-halfblood-prince.pdf,LUNA,LUNA,f,1182
harry-potter-and-the-halfblood-prince.pdf,MR. WEASLEY,MR,u,1077
harry-potter-and-the-halfblood-prince.pdf,HERMIONE *,HERMIONE,u,1000
harry-potter-and-the-halfblood-prince.pdf,LAVENDER BROWN,LAVENDER,u,709
harry-potter-and-the-halfblood-prince.pdf,CORMAC,CORMAC,m,659
harry-potter-and-the-halfblood-prince.pdf,LUPIN,LUPIN,u,574
harry-potter-and-the-halfblood-prince.pdf,MRS. COLE,MRS,u,571
harry-potter-and-the-halfblood-prince.pdf,MRS. WEASLEY,MRS,u,549
harry-potter-and-the-halfblood-prince.pdf,FRED,FRED,m,471
harry-potter-and-the-halfblood-prince.pdf,KATIE BELL,KATIE,f,402
harry-potter-and-the-halfblood-prince.pdf,WAITRESS,WAITRESS,u,397
harry-potter-and-the-halfblood-prince.pdf,TONKS,TONKS,u,395
harry-potter-and-the-halfblood-prince.pdf,MALFOY (O.S.),MALFOY,u,394
harry-potter-and-the-halfblood-prince.pdf,HARRY *,HARRY,m,385
harry-potter-and-the-halfblood-prince.pdf,NARCISSA,NARCISSA,u,318
harry-potter-and-the-halfblood-prince.pdf,PANSY,PANSY,f,252
harry-potter-and-the-halfblood-prince.pdf,MALFOY *,MALFOY,u,241
harry-potter-and-the-halfblood-prince.pdf,FRED/GEORGE,FRED/GEORGE,u,215
harry-potter-and-the-halfblood-prince.pdf,FLITWICK,FLITWICK,u,215
harry-potter-and-the-halfblood-prince.pdf,NEVILLE,NEVILLE,m,214
harry-potter-and-the-halfblood-prince.pdf,DEAN,DEAN,m,214
harry-potter-and-the-halfblood-prince.pdf,LEANNE,LEANNE,f,212
harry-potter-and-the-halfblood-prince.pdf,tight scrawl:,tight,u,207
harry-potter-and-the-halfblood-prince.pdf,GEORGE,GEORGE,m,206
harry-potter-and-the-halfblood-prince.pdf,SEAMUS,SEAMUS,m,202
harry-potter-and-the-halfblood-prince.pdf,ANOTHER ANGLE,ANOTHER,u,198
harry-potter-and-the-halfblood-prince.pdf,FILCH,FILCH,u,195
harry-potter-and-the-halfblood-prince.pdf,RON/HERMIONE/MRS. WEASLEY,RON/HERMIONE/MRS,u,188
harry-potter-and-the-halfblood-prince.pdf,NEW ANGLES,NEW,u,180
harry-potter-and-the-halfblood-prince.pdf,MARCUS BELBY,MARCUS,m,163
harry-potter-and-the-halfblood-prince.pdf,RON (O.S.),RON,m,161
harry-potter-and-the-halfblood-prince.pdf,HAGRID/SLUGHORN,HAGRID/SLUGHORN,u,150
harry-potter-and-the-halfblood-prince.pdf,CROWD,CROWD,u,144
harry-potter-and-the-halfblood-prince.pdf,ELDREDWORPLE,ELDREDWORPLE,u,131
harry-potter-and-the-halfblood-prince.pdf,GREYBACK,GREYBACK,u,117
harry-potter-and-the-halfblood-prince.pdf,LATER),LATER,u,108
harry-potter-and-the-halfblood-prince.pdf,LEANNE (O.S.),LEANNE,f,100
harry-potter-and-the-halfblood-prince.pdf,HARRY (O.S.),HARRY,m,97
harry-potter-and-the-halfblood-prince.pdf,WAITRESS (O.S.),WAITRESS,u,91
harry-potter-and-the-halfblood-prince.pdf,GINNY/HARRY,GINNY/HARRY,u,85
harry-potter-and-the-halfblood-prince.pdf,NEW ANGLE,NEW,u,77
harry-potter-and-the-halfblood-prince.pdf,BLAISE,BLAISE,m,69
