movie,name from script,lemmatized name,gender,len of words
2001-space-odyssey.pdf,HAL,HAL,m,5583
2001-space-odyssey.pdf,POOLE,POOLE,u,4687
2001-space-odyssey.pdf,FLOYD,FLOYD,m,4457
2001-space-odyssey.pdf,BOWMAN,BOWMAN,u,4386
2001-space-odyssey.pdf,NARRATOR,NARRATOR,u,2549
2001-space-odyssey.pdf,PILOT,PILOT,u,1726
2001-space-odyssey.pdf,SMYSLOV,SMYSLOV,u,1231
2001-space-odyssey.pdf,NARRATOR (CONT'D),NARRATOR,u,1163
2001-space-odyssey.pdf,MISSION CONTROL,MISSION,u,927
2001-space-odyssey.pdf,CENTRIFUGE,CENTRIFUGE,u,889
2001-space-odyssey.pdf,ELENA,ELENA,f,878
2001-space-odyssey.pdf,MICHAELS,MICHAELS,u,855
2001-space-odyssey.pdf,MILLER,MILLER,u,745
2001-space-odyssey.pdf,FLOYD (CONT'D),FLOYD,m,728
2001-space-odyssey.pdf,HALVORSEN,HALVORSEN,u,657
2001-space-odyssey.pdf,POD BAY,POD,u,571
2001-space-odyssey.pdf,PHOTOGRAPHER,PHOTOGRAPHER,u,553
2001-space-odyssey.pdf,SIMONSON,SIMONSON,u,486
2001-space-odyssey.pdf,CO-PILOT,CO,m,455
2001-space-odyssey.pdf,CHILD,CHILD,u,327
2001-space-odyssey.pdf,ARIES-IB COCKPIT,ARIES,u,242
2001-space-odyssey.pdf,SIMPSON,SIMPSON,u,235
2001-space-odyssey.pdf,COMMAND MODULE,COMMAND,u,223
2001-space-odyssey.pdf,"CONDITION"".",CONDITION,u,199
2001-space-odyssey.pdf,INSIDE CENTRIFUGE,INSIDE,u,182
2001-space-odyssey.pdf,CENTRIFUGE HUB,CENTRIFUGE,u,169
2001-space-odyssey.pdf,POOLE'S VOICE,POOLE,u,156
2001-space-odyssey.pdf,MOTHER,MOTHER,u,136
2001-space-odyssey.pdf,OPERATOR,OPERATOR,u,133
2001-space-odyssey.pdf,SAME POV,SAME,u,117
2001-space-odyssey.pdf,ORION-III COCKPIT,ORION,u,114
2001-space-odyssey.pdf,COMMUNICATIONS AREA,COMMUNICATIONS,u,79
2001-space-odyssey.pdf,FATHER,FATHER,u,66
2001-space-odyssey.pdf,"VISION""",VISION,u,65
2001-space-odyssey.pdf,AIRLOCK-LINK,AIRLOCK,u,63
2001-space-odyssey.pdf,STEWARDESS,STEWARDESS,u,49
2001-space-odyssey.pdf,RECEPTIONIST,RECEPTIONIST,u,34
2001-space-odyssey.pdf,VK INTEGRITY,VK,u,13
avatar.php,TSU'TEY,TSU,m,417
avatar.php,TRUDY:,TRUDY,f,408
avatar.php,MED TECH:,MED,u,394
avatar.php,CREW CHIEF:,CREW,u,324
avatar.php,INT. CORRIDOR,INT,u,271
avatar.php,TRUDY (INTERCOM),TRUDY,f,271
avatar.php,NEYTIRI:,NEYTIRI,u,259
avatar.php,JAKE (RECORDED),JAKE,m,258
avatar.php,EYTUKAN:,EYTUKAN,u,257
avatar.php,EXT. RAINFOREST,EXT,u,257
avatar.php,(NA'VI),NA,u,229
avatar.php,CROWD:,CROWD,u,193
avatar.php,(GRIMLY),GRIMLY,u,189
avatar.php,PERKY NEWSCASTER,PERKY,u,181
avatar.php,GRACE (O.S.),GRACE,f,174
avatar.php,(ANGUISHED),ANGUISHED,u,172
avatar.php,EXT. FOREST,EXT,u,172
avatar.php,(FRUSTRATED),FRUSTRATED,u,148
avatar.php,QUARITCH:,QUARITCH,u,147
avatar.php,(SHARPLY),SHARPLY,u,131
avatar.php,MAX:,MAX,m,118
avatar.php,TECH:,TECH,u,117
avatar.php,MO'AT,MO,m,117
avatar.php,JAKE (V.O.),JAKE,m,111
avatar.php,(SMIRKING),SMIRKING,u,107
avatar.php,GUARD:,GUARD,u,105
avatar.php,INT. UTILIDOR,INT,u,104
avatar.php,(WHISPERING),WHISPERING,u,102
avatar.php,MECHANIC:,MECHANIC,u,100
avatar.php,(SUBTITLED),SUBTITLED,u,97
avatar.php,(WISTFULLY),WISTFULLY,u,90
avatar.php,(QUIETLY),QUIETLY,u,85
avatar.php,SHOULDER),SHOULDER,u,83
avatar.php,(SCREAMING),SCREAMING,u,82
avatar.php,(FURIOUSLY),FURIOUSLY,u,77
avatar.php,JAKE:,JAKE,m,76
avatar.php,(GRINNING),GRINNING,u,71
avatar.php,WAINFLEET:,WAINFLEET,u,69
avatar.php,(INNOCENTLY),INNOCENTLY,u,59
avatar.php,HERE--,HERE--,u,55
avatar.php,VOICE (V.O.),VOICE,u,53
avatar.php,GRACE:,GRACE,f,53
avatar.php,JAKE (O.S.),JAKE,m,53
avatar.php,(NODDING),NODDING,u,50
avatar.php,(MILDLY),MILDLY,u,48
avatar.php,EXT. SPACE,EXT,u,47
avatar.php,OPERATOR:,OPERATOR,u,46
avatar.php,(PLEADING),PLEADING,u,40
avatar.php,NORM:,NORM,u,37
avatar.php,NORM (O.S.),NORM,u,36
avatar.php,TROOPER:,TROOPER,u,35
avatar.php,(YELLING),YELLING,u,34
avatar.php,MAN (V.O.),MAN,m,33
avatar.php,SUPERVISOR:,SUPERVISOR,u,29
avatar.php,(LOW),LOW,u,26
avatar.php,(LAUGHING),LAUGHING,u,25
avatar.php,PILOTS (V.O.),PILOTS,u,25
avatar.php,TROOPERS:,TROOPERS,u,24
avatar.php,(ICY),ICY,u,22
avatar.php,INT. SHACK,INT,u,19
avatar.php,SELFRIDGE:,SELFRIDGE,u,18
avatar.php,(MORE),MORE,u,16
avatar.php,(TRANSLATING),TRANSLATING,u,12
avatar.php,(SHOUTING),SHOUTING,m,12
avatar.php,GUNSHIP PILOT:,GUNSHIP,u,11
avengers-endgame-2019.pdf,TONY,TONY,m,7763
avengers-endgame-2019.pdf,THOR,THOR,m,4062
avengers-endgame-2019.pdf,STEVE,STEVE,m,3787
avengers-endgame-2019.pdf,SCOTT LANG,SCOTT,m,3412
avengers-endgame-2019.pdf,NATASHA,NATASHA,f,3338
avengers-endgame-2019.pdf,CLINT BARTON,CLINT,m,2131
avengers-endgame-2019.pdf,ROCKET,ROCKET,u,2028
avengers-endgame-2019.pdf,NEBULA,NEBULA,u,1679
avengers-endgame-2019.pdf,RHODEY,RHODEY,u,1621
avengers-endgame-2019.pdf,TONY (O.S.),TONY,m,1561
avengers-endgame-2019.pdf,FRIGGA,FRIGGA,f,1402
avengers-endgame-2019.pdf,HOWARD STARK,HOWARD,m,1171
avengers-endgame-2019.pdf,SMART HULK,SMART,u,1157
avengers-endgame-2019.pdf,STEVE(CONT'D),STEVE,m,999
avengers-endgame-2019.pdf,THANOS(CONT'D),THANOS,u,902
avengers-endgame-2019.pdf,ANCIENT ONE,ANCIENT,u,801
avengers-endgame-2019.pdf,ROCKET(CONT'D),ROCKET,u,796
avengers-endgame-2019.pdf,PETER PARKER,PETER,m,736
avengers-endgame-2019.pdf,GAMORA,GAMORA,u,732
avengers-endgame-2019.pdf,TONY(CONT'D),TONY,m,641
avengers-endgame-2019.pdf,CAROL DANVERS,CAROL,f,570
avengers-endgame-2019.pdf,PEPPER POTTS,PEPPER,u,556
avengers-endgame-2019.pdf,SAM WILSON,SAM,m,529
avengers-endgame-2019.pdf,BAD NEBULA,BAD,u,487
avengers-endgame-2019.pdf,ASTRAL BANNER,ASTRAL,u,450
avengers-endgame-2019.pdf,PEGGY CARTER,PEGGY,f,425
avengers-endgame-2019.pdf,OLD STEVE,OLD,u,409
avengers-endgame-2019.pdf,MORGAN STARK,MORGAN,m,388
avengers-endgame-2019.pdf,GRIEVING MAN,GRIEVING,u,384
avengers-endgame-2019.pdf,RHODEY(CONT'D),RHODEY,u,377
avengers-endgame-2019.pdf,THOR(CONT'D),THOR,m,359
avengers-endgame-2019.pdf,EBONY MAW,EBONY,f,359
avengers-endgame-2019.pdf,RED SKULL,RED,m,320
avengers-endgame-2019.pdf,NATASHA (CONT'D),NATASHA,f,305
avengers-endgame-2019.pdf,QUILL,QUILL,u,276
avengers-endgame-2019.pdf,M.P.,MP,u,254
avengers-endgame-2019.pdf,ALEXANDER PIERCE,ALEXANDER,m,247
avengers-endgame-2019.pdf,KORG,KORG,u,235
avengers-endgame-2019.pdf,TIME CUT:,TIME,u,232
avengers-endgame-2019.pdf,QUILL(CONT'D),QUILL,u,216
avengers-endgame-2019.pdf,RONIN,RONIN,u,204
avengers-endgame-2019.pdf,VALKYRIE,VALKYRIE,u,201
avengers-endgame-2019.pdf,THANOS (HOLO),THANOS,u,196
avengers-endgame-2019.pdf,EDWIN JARVIS,EDWIN,m,182
avengers-endgame-2019.pdf,AKIHIKO,AKIHIKO,m,169
avengers-endgame-2019.pdf,STEVE (O.S.),STEVE,m,168
avengers-endgame-2019.pdf,HAPPY HOGAN,HAPPY,u,153
avengers-endgame-2019.pdf,RHODEY (HOLO),RHODEY,u,148
avengers-endgame-2019.pdf,ROCKET (HOLO),ROCKET,u,139
avengers-endgame-2019.pdf,WANDA,WANDA,f,138
avengers-endgame-2019.pdf,BRUCE BANNER,BRUCE,m,136
avengers-endgame-2019.pdf,THANOS,THANOS,u,136
avengers-endgame-2019.pdf,LOKI/STEVE,LOKI/STEVE,u,115
avengers-endgame-2019.pdf,GROOT,GROOT,u,112
avengers-endgame-2019.pdf,NEBULA(CONT'D),NEBULA,u,105
avengers-endgame-2019.pdf,BROCK RUMLOW,BROCK,m,105
avengers-endgame-2019.pdf,HOODED FIGURE,HOODED,u,104
avengers-endgame-2019.pdf,RONIN(CONT'D),RONIN,u,95
avengers-endgame-2019.pdf,NEBULA (O.S.),NEBULA,u,88
avengers-endgame-2019.pdf,MALE AGENT,MALE,u,88
avengers-endgame-2019.pdf,AGENT SITWELL,AGENT,u,87
avengers-endgame-2019.pdf,LOKI,LOKI,u,74
avengers-endgame-2019.pdf,HANK PYM,HANK,m,73
avengers-endgame-2019.pdf,DR. STRANGE,DR,u,62
avengers-endgame-2019.pdf,TONY (HOLO),TONY,m,60
avengers-endgame-2019.pdf,AKIHIKO (CONT'D),AKIHIKO,m,59
avengers-endgame-2019.pdf,SAKAARAN WAITS.,SAKAARAN,u,59
avengers-endgame-2019.pdf,ROCKET (O.S.),ROCKET,u,57
avengers-endgame-2019.pdf,DRAX,DRAX,u,57
avengers-endgame-2019.pdf,FRIDAY,FRIDAY,u,54
avengers-endgame-2019.pdf,STAN LEE,STAN,m,49
avengers-endgame-2019.pdf,LILA BARTON,LILA,f,43
avengers-endgame-2019.pdf,WANDA (O.S.),WANDA,f,41
avengers-endgame-2019.pdf,GAMORA (O.S.),GAMORA,u,40
avengers-endgame-2019.pdf,OKOYE (HOLO),OKOYE,u,38
avengers-endgame-2019.pdf,JIMMY,JIMMY,m,35
avengers-endgame-2019.pdf,NEBULA (HOLO),NEBULA,u,34
avengers-endgame-2019.pdf,KID,KID,u,32
avengers-endgame-2019.pdf,OKOYE,OKOYE,u,32
avengers-endgame-2019.pdf,CASSIE LANG,CASSIE,f,29
avengers-endgame-2019.pdf,MANTIS,MANTIS,u,28
avengers-endgame-2019.pdf,STEVE (HOLO),STEVE,m,27
avengers-endgame-2019.pdf,MAIDEN (O.S.),MAIDEN,u,26
avengers-endgame-2019.pdf,BUCKY BARNES,BUCKY,m,25
avengers-endgame-2019.pdf,VALKYRIE (O.S.),VALKYRIE,u,24
avengers-endgame-2019.pdf,CORVUS GLAIVE,CORVUS,u,22
avengers-endgame-2019.pdf,NATASHA (HOLO),NATASHA,f,21
avengers-endgame-2019.pdf,WONG,WONG,m,17
avengers-endgame-2019.pdf,OLDER MAN,OLDER,u,15
avengers-endgame-2019.pdf,FRIDAY (O.S.),FRIDAY,u,15
backtothefuture.pdf,MARTY,MARTY,m,21571
backtothefuture.pdf,BROWN,BROWN,u,13621
backtothefuture.pdf,GEORGE,GEORGE,m,5929
backtothefuture.pdf,LORRAINE,LORRAINE,f,5788
backtothefuture.pdf,BIFF,BIFF,u,3233
backtothefuture.pdf,SUZY,SUZY,f,1303
backtothefuture.pdf,STELLA,STELLA,f,906
backtothefuture.pdf,LOU,LOU,m,770
backtothefuture.pdf,PA,PA,u,739
backtothefuture.pdf,MARVIN,MARVIN,m,721
backtothefuture.pdf,LINDA,LINDA,f,627
backtothefuture.pdf,MR. STRICKLAND,MR,u,602
backtothefuture.pdf,SKINHEAD,SKINHEAD,u,591
backtothefuture.pdf,CLOCK WOMAN,CLOCK,u,574
backtothefuture.pdf,SHERMAN,SHERMAN,m,538
backtothefuture.pdf,GOLDIE,GOLDIE,f,496
backtothefuture.pdf,DAVE,DAVE,m,405
backtothefuture.pdf,EXT. STREET,EXT,u,379
backtothefuture.pdf,COP,COP,u,345
backtothefuture.pdf,FOURTH DRAFT,FOURTH,u,293
backtothefuture.pdf,INT. DELOREAN,INT,u,278
backtothefuture.pdf,WOMAN,WOMAN,u,277
backtothefuture.pdf,DRUMMER,DRUMMER,u,276
backtothefuture.pdf,STRICKLAND,STRICKLAND,u,271
backtothefuture.pdf,FEEDBACK.,FEEDBACK,u,257
backtothefuture.pdf,WIDER,WIDER,u,221
backtothefuture.pdf,DR. BROWN,DR,u,212
backtothefuture.pdf,MILTON,MILTON,m,199
backtothefuture.pdf,HIS P.O.V.,HIS,m,185
backtothefuture.pdf,BIFF (O.S.),BIFF,u,167
backtothefuture.pdf,SAM,SAM,m,154
backtothefuture.pdf,ON TV,ON,m,132
backtothefuture.pdf,EXT. CAFÉ,EXT,u,122
backtothefuture.pdf,MARTY (O.S.),MARTY,m,99
backtothefuture.pdf,VOICE (O.S.),VOICE,u,99
backtothefuture.pdf,DANCE COMMITTEEMAN,DANCE,u,91
backtothefuture.pdf,NEWSCASTER (V.O.),NEWSCASTER,u,91
backtothefuture.pdf,ON STAGE,ON,m,88
backtothefuture.pdf,TERRORIST,TERRORIST,u,80
backtothefuture.pdf,STUDENT,STUDENT,u,78
backtothefuture.pdf,CONTROL VOICE,ROL,u,77
backtothefuture.pdf,INT. CAFÉ,INT,u,73
backtothefuture.pdf,(V.O. RADIO),VO,u,71
backtothefuture.pdf,DIXON,DIXON,m,69
backtothefuture.pdf,INSERT,INSERT,u,60
backtothefuture.pdf,NERDY KID,NERDY,u,48
backtothefuture.pdf,BUM,BUM,m,43
backtothefuture.pdf,BERTHA,BERTHA,f,39
backtothefuture.pdf,STELLA (O.S.),STELLA,f,35
backtothefuture.pdf,EXT. PACKARD,EXT,u,34
backtothefuture.pdf,DRIVER,DRIVER,u,29
backtothefuture.pdf,MATCH,MATCH,u,28
backtothefuture.pdf,CUT TO:,CUT,u,27
backtothefuture.pdf,KID,KID,u,20
backtothefuture.pdf,ANOTHER KID,ANOTHER,u,20
backtothefuture.pdf,THE BUM,THE,f,16
backtothefuture.pdf,MA,MA,m,15
backtothefuture.pdf,THE CLOCK,THE,f,13
batman-returns.pdf,TATTOOED STRONGMAN,TATTOOED,u,284
batman-returns.pdf,CLOWN,CLOWN,u,268
batman-returns.pdf,HAPPY COUPLE,HAPPY,u,261
batman-returns.pdf,ANCHORMAN'S VOICE,ANCHORMAN,u,261
batman-returns.pdf,NANNY'S VOICE,NANNY,f,239
batman-returns.pdf,CROWD MEMBER,CROWD,u,234
batman-returns.pdf,PENGUIN,PENGUIN,u,230
batman-returns.pdf,PENGUIN'S VOICE,PENGUIN,u,217
batman-returns.pdf,as:,as,u,209
batman-returns.pdf,MOM'S VOICE,MOM,u,200
batman-returns.pdf,KNIFETHROWER DAME,KNIFETHROWER,u,199
batman-returns.pdf,WOMAN,WOMAN,u,199
batman-returns.pdf,AGGRESSIVE REPORTER,AGGRESSIVE,u,192
batman-returns.pdf,GRUFF WOMAN,GRUFF,u,190
batman-returns.pdf,COMMISSIONER GORDON,COMMISSIONER,u,190
batman-returns.pdf,CATWOMAN,CATWOMAN,u,183
batman-returns.pdf,PAPERBOY,PAPERBOY,u,170
batman-returns.pdf,DEAD-END STREET,DEAD,u,168
batman-returns.pdf,EXT. BATMOBILE--NIGHT,EXT,u,165
batman-returns.pdf,A RASP,A,u,162
batman-returns.pdf,EXT./INT. BATMOBILE--NIGHT,EXT/INT,u,162
batman-returns.pdf,SELINA,SELINA,f,151
batman-returns.pdf,ORGAN GRINDER,ORGAN,u,149
batman-returns.pdf,FAT CLOWN,FAT,u,147
batman-returns.pdf,MAX'S VOICE,MAX,m,145
batman-returns.pdf,MAX,MAX,m,141
batman-returns.pdf,JEN,JEN,f,141
batman-returns.pdf,ACROBAT-THUG,ACROBAT,u,128
batman-returns.pdf,THIN CLOWN,THIN,f,117
batman-returns.pdf,BATMAN,BATMAN,u,116
batman-returns.pdf,PLAZA--EVENING,PLAZA-,u,110
batman-returns.pdf,FEMALE VICTIM,FEMALE,u,107
batman-returns.pdf,EXT. STREET--NIGHT,EXT,u,76
batman-returns.pdf,INT. BATCAVE--NIGHT,INT,u,75
batman-returns.pdf,VOLUNTEER BIMBO,VOLUNTEER,u,74
batman-returns.pdf,CHIP,CHIP,m,71
batman-returns.pdf,"""BATMAN RETURNS""",BATMAN,u,65
batman-returns.pdf,ICE PRINCESS,ICE,m,65
batman-returns.pdf,MAN,MAN,m,62
batman-returns.pdf,MUGGER,MUGGER,u,60
batman-returns.pdf,ALFRED,ALFRED,m,53
batman-returns.pdf,CATWOMAN (O.S.),CATWOMAN,u,51
batman-returns.pdf,INT. CORRIDOR--DAY,INT,u,46
batman-returns.pdf,EXT. PLAZA--NIGHT,EXT,u,46
batman-returns.pdf,SWORD SWALLOWER,SWORD,u,45
batman-returns.pdf,MAYOR,MAYOR,u,40
batman-returns.pdf,JOSH,JOSH,m,38
batman-returns.pdf,INT. BATMOBILE--NIGHT,INT,u,34
batman-returns.pdf,BATMAN (V.O.),BATMAN,u,31
batman-returns.pdf,GORDON,GORDON,m,28
batman-returns.pdf,EXT. TERRACE--NIGHT,EXT,u,27
batman-returns.pdf,POLICEMAN,POLICEMAN,u,25
batman-returns.pdf,ALFRED'S VOICE,ALFRED,m,24
batman-returns.pdf,THUG'S VOICE,THUG,u,18
batman-returns.pdf,BRUCE,BRUCE,m,10
batman1989.php,PATSY,PATSY,f,207
batman1989.php,ANCHORWOMAN,ANCHORWOMAN,u,198
batman1989.php,NEWS ANCHOR,NEWS,u,195
batman1989.php,VICKI,VICKI,f,166
batman1989.php,GOVERNOR GILROY,GOVERNOR,u,166
batman1989.php,POV JOKER:,POV,u,160
batman1989.php,REPORTER,REPORTER,u,146
batman1989.php,EXT. BELLTOWER,EXT,u,143
batman1989.php,TONY,TONY,m,136
batman1989.php,DERELICT,DERELICT,u,129
batman1989.php,JOKER (O.S.),JOKER,u,124
batman1989.php,ADVISER,ADVISER,u,122
batman1989.php,EMCEE,EMCEE,u,113
batman1989.php,bathroom:,bathroom,u,111
batman1989.php,ON BRUCE:,ON,m,107
batman1989.php,POLITICO,POLITICO,u,103
batman1989.php,CLAIRE,CLAIRE,f,97
batman1989.php,JOKER,JOKER,u,86
batman1989.php,MIRANDA,MIRANDA,f,82
batman1989.php,anomaly:,anomaly,u,80
batman1989.php,HOOD II,HOOD,u,79
batman1989.php,STREET PUNK,STREET,u,76
batman1989.php,himself:,himself,u,76
batman1989.php,RACKETEER,RACKETEER,u,76
batman1989.php,THUG I,THUG,u,76
batman1989.php,JACK NAPIER,JACK,m,73
batman1989.php,DOORMAN,DOORMAN,u,72
batman1989.php,BRUCE,BRUCE,m,71
batman1989.php,MEDIC,MEDIC,u,69
batman1989.php,NICK,NICK,m,66
batman1989.php,ANCHORMAN,ANCHORMAN,u,66
batman1989.php,EDDIE,EDDIE,m,65
batman1989.php,VICKI (V.O.),VICKI,f,65
batman1989.php,ALFRED,ALFRED,m,64
batman1989.php,REPORTER II,REPORTER,u,63
batman1989.php,DOCTOR,DOCTOR,u,60
batman1989.php,DROP.,DROP,u,59
batman1989.php,MAYOR,MAYOR,u,59
batman1989.php,DRIVER,DRIVER,u,59
batman1989.php,ON VICKI:,ON,m,57
batman1989.php,MOM,MOM,u,55
batman1989.php,GOON I,GOON,u,55
batman1989.php,REPORTER I,REPORTER,u,55
batman1989.php,ALICIA,ALICIA,f,53
batman1989.php,WAYNE:,WAYNE,m,52
batman1989.php,BRUCE (V.O.),BRUCE,m,52
batman1989.php,GOON,GOON,u,50
batman1989.php,WAITER,WAITER,u,44
batman1989.php,DICK,DICK,m,43
batman1989.php,GANG BOSS,GANG,m,39
batman1989.php,KNOX,KNOX,u,38
batman1989.php,BRUCE WAYNE,BRUCE,m,37
batman1989.php,HOOD V,HOOD,u,37
batman1989.php,COPY BOY,COPY,u,35
batman1989.php,ECKHARDT,ECKHARDT,m,34
batman1989.php,GOON IV,GOON,u,34
batman1989.php,COP,COP,u,31
batman1989.php,WAILING COLLEAGUE,WAILING,u,31
batman1989.php,LIEUTENANT,LIEUTENANT,u,29
batman1989.php,COLLEAGUE,COLLEAGUE,u,28
batman1989.php,HOOD I,HOOD,u,28
batman1989.php,MAITRE D',MAITRE,u,28
batman1989.php,GOON III,GOON,u,25
batman1989.php,DENT,DENT,u,24
batman1989.php,GRISSOM,GRISSOM,u,24
batman1989.php,legend:,legend,u,24
batman1989.php,VICKI),VICKI,f,23
batman1989.php,GRISSOM (O.S.),GRISSOM,u,22
batman1989.php,CRIMELORD,CRIMELORD,u,22
batman1989.php,BATMAN (V.O.),BATMAN,u,22
batman1989.php,DELIVERY BOY,DELIVERY,u,22
batman1989.php,BRUCE:,BRUCE,m,21
batman1989.php,COMPUTER,COMPUTER,u,21
batman1989.php,DAD,DAD,u,20
batman1989.php,JIMMY,JIMMY,m,20
batman1989.php,VOICE,VOICE,u,18
batman1989.php,PATROLMAN,PATROLMAN,u,18
batman1989.php,HIS POV:,HIS,m,17
batman1989.php,GOON II,GOON,u,16
batman1989.php,BATMAN,BATMAN,u,15
batman1989.php,GORDON,GORDON,m,13
batman1989.php,SAFECRACKER,SAFECRACKER,u,10
batman1989.php,ROTELLI,ROTELLI,u,10
batman1989.php,FINANCIER,FINANCIER,u,10
batmanforever.php,BRUCE:,BRUCE,m,3558
batmanforever.php,EDWARD:,EDWARD,m,2521
batmanforever.php,CHASE:,CHASE,m,2422
batmanforever.php,TWO-FACE:,TWO,u,2227
batmanforever.php,RIDDLER:,RIDDLER,u,1983
batmanforever.php,ALFRED:,ALFRED,m,1506
batmanforever.php,DICK:,DICK,m,1337
batmanforever.php,BATMAN:,BATMAN,u,879
batmanforever.php,STICKLEY:,STICKLEY,u,834
batmanforever.php,NEWSCASTER:,NEWSCASTER,u,618
batmanforever.php,COMMISSIONER:,COMMISSIONER,u,467
batmanforever.php,BANK GUARD:,BANK,u,439
batmanforever.php,ROBIN:,ROBIN,m,239
batmanforever.php,MOM GRAYSON:,MOM,u,223
batmanforever.php,RINGMASTER:,RINGMASTER,u,218
batmanforever.php,SUGAR:,SUGAR,u,216
batmanforever.php,GOSSIP GERTY:,GOSSIP,u,202
batmanforever.php,MALE NEWSCASTER:,MALE,u,199
batmanforever.php,DR. BURTON:,DR,u,173
batmanforever.php,My opinion:,My,f,164
batmanforever.php,MARGARET:,MARGARET,f,130
batmanforever.php,College:,College,u,127
batmanforever.php,DAD GRAYSON:,DAD,u,125
batmanforever.php,LOUDSPEAKER:,LOUDSPEAKER,u,105
batmanforever.php,PILOT:,PILOT,u,93
batmanforever.php,and tails:,and,u,91
batmanforever.php,GIRL:,GIRL,u,76
batmanforever.php,CRAZY EDDIE:,CRAZY,u,50
batmanforever.php,COMPUTER:,COMPUTER,u,45
batmanforever.php,THUG:,THUG,u,22
batmanforever.php,M-R-E.,M,u,20
batmanforever.php,MAYOR:,MAYOR,u,16
beverly-hills-copII.pdf,FADE IN:,FADE,u,258
beverly-hills-copII.pdf,D 'ALESSIO,D,u,256
beverly-hills-copII.pdf,FRIEDMAN,FRIEDMAN,u,250
beverly-hills-copII.pdf,TAGGART .,TAGGART,u,239
beverly-hills-copII.pdf,KORT,KORT,m,237
beverly-hills-copII.pdf,PHOTO LAB,PHOTO,u,212
beverly-hills-copII.pdf,(re: Rosewood,re,u,206
beverly-hills-copII.pdf,TAGART,TAGART,u,200
beverly-hills-copII.pdf,TRTSH,TRTSH,u,196
beverly-hills-copII.pdf,ROSEWOOD (CONTINUED),ROSEWOOD,u,196
beverly-hills-copII.pdf,DOCTOR,DOCTOR,u,190
beverly-hills-copII.pdf,LIMP WRIST,LIMP,u,186
beverly-hills-copII.pdf,LUTZ' OFFICE,LUTZ',u,184
beverly-hills-copII.pdf,D' ALESSIO,D',u,182
beverly-hills-copII.pdf,I BOBBY,I,u,163
beverly-hills-copII.pdf,(re: Bogmil),re,u,161
beverly-hills-copII.pdf,GRAND MARSHAL,GRAND,u,161
beverly-hills-copII.pdf,MORT (CONTINUED),MORT,m,160
beverly-hills-copII.pdf,SQUAD ROOM,SQUAD,u,160
beverly-hills-copII.pdf,ZEFFREY,ZEFFREY,u,158
beverly-hills-copII.pdf,FIELDING,FIELDING,u,156
beverly-hills-copII.pdf,IT'S TRISH,IT,u,148
beverly-hills-copII.pdf,DENT,DENT,u,147
beverly-hills-copII.pdf,#NAME?,-,u,147
beverly-hills-copII.pdf,MORT,MORT,m,135
beverly-hills-copII.pdf,COP,COP,u,125
beverly-hills-copII.pdf,POLICEWOMAN,POLICEWOMAN,u,124
beverly-hills-copII.pdf,(re: casing),re,u,124
beverly-hills-copII.pdf,RWL,RWL,u,111
beverly-hills-copII.pdf,MENDOZA,MENDOZA,u,106
beverly-hills-copII.pdf,MC,MC,u,105
beverly-hills-copII.pdf,(re: envelop),re,u,104
beverly-hills-copII.pdf,WAITRESS,WAITRESS,u,103
beverly-hills-copII.pdf,BANDINI,BANDINI,u,102
beverly-hills-copII.pdf,WILLARD,WILLARD,m,100
beverly-hills-copII.pdf,TAEGARP,TAEGARP,u,98
beverly-hills-copII.pdf,LUT Z,LUT,u,97
beverly-hills-copII.pdf,. LUTZ,,u,96
beverly-hills-copII.pdf,LUTZ.,LUTZ,m,96
beverly-hills-copII.pdf,LXEL,LXEL,u,94
beverly-hills-copII.pdf,(continuing:,continuing,u,90
beverly-hills-copII.pdf,TODD'S OFFICE,TODD,m,90
beverly-hills-copII.pdf,TODD,TODD,m,88
beverly-hills-copII.pdf,(re:~ector)~,re~ector)~,u,82
beverly-hills-copII.pdf,TAGSART,TAGSART,u,80
beverly-hills-copII.pdf,KEELER,KEELER,u,77
beverly-hills-copII.pdf,D'PLESSIO,D,u,75
beverly-hills-copII.pdf,(to: Rosewood,to,m,75
beverly-hills-copII.pdf,LUTZ,LUTZ,m,71
beverly-hills-copII.pdf,JEFFREY,JEFFREY,m,70
beverly-hills-copII.pdf,BAN DINI,BAN,m,69
beverly-hills-copII.pdf,MANAGER,MANAGER,u,69
beverly-hills-copII.pdf,CECIL,CECIL,m,67
beverly-hills-copII.pdf,GRAND BALLROOM,GRAND,u,67
beverly-hills-copII.pdf,TRIM,TRIM,u,66
beverly-hills-copII.pdf,(re: Hymie),re,u,64
beverly-hills-copII.pdf,THE LOBBY,THE,f,64
beverly-hills-copII.pdf,COUNTING ROOM.,COUNTING,u,64
beverly-hills-copII.pdf,AXES,AXES,u,62
beverly-hills-copII.pdf,EDWARD,EDWARD,m,61
beverly-hills-copII.pdf,(Re: Axel),Re,u,57
beverly-hills-copII.pdf,PXEL,PXEL,u,56
beverly-hills-copII.pdf,ROSEWOOD,ROSEWOOD,u,52
beverly-hills-copII.pdf,BIG AL,BIG,u,47
beverly-hills-copII.pdf,(re: banana),re,u,46
beverly-hills-copII.pdf,STEINER,STEINER,u,44
beverly-hills-copII.pdf,LOCKER ROOM,LOCKER,u,40
beverly-hills-copII.pdf,RAT LADY,RAT,u,40
beverly-hills-copII.pdf,WILLIE,WILLIE,m,38
beverly-hills-copII.pdf,D'ALESSIO,D,u,33
beverly-hills-copII.pdf,(re: switchblade),re,u,32
